0 126.3972396850586 -74.09033966064453 85.0 0.0 -168.42068653541224 100.0 /bezier_planner "{target_pose: { 'header': {'frame_id': 'world'}, 'pose': {'position': {'x':126.397240, 'y':-74.090340 'z':-85.000000}, 'orientation': {'x': 0.000000, 'y':0.000000, 'z':-0.994899, 'w':0.100877 }}}}"
1 99.80628967285156 -79.5386734008789 85.0 0.0 -175.51416327680985 100.0 /bezier_planner "{target_pose: { 'header': {'frame_id': 'world'}, 'pose': {'position': {'x':99.806290, 'y':-79.538673 'z':-85.000000}, 'orientation': {'x': 0.000000, 'y':0.000000, 'z':-0.999234, 'w':0.039136 }}}}"
2 53.083885192871094 -83.20418548583984 85.0 0.0 174.9604929310739 100.0 /bezier_planner "{target_pose: { 'header': {'frame_id': 'world'}, 'pose': {'position': {'x':53.083885, 'y':-83.204185 'z':-85.000000}, 'orientation': {'x': 0.000000, 'y':0.000000, 'z':0.999033, 'w':0.043964 }}}}"
3 5.997047424316406 -79.0519027709961 85.0 0.0 -175.39535726782805 100.0 /bezier_planner "{target_pose: { 'header': {'frame_id': 'world'}, 'pose': {'position': {'x':5.997047, 'y':-79.051903 'z':-85.000000}, 'orientation': {'x': 0.000000, 'y':0.000000, 'z':-0.999193, 'w':0.040172 }}}}"
4 -166.2622528076172 -92.92560577392578 85.0 0.0 -146.3969147597274 100.0 /fls_pipe_detector "{target_pose: { 'header': {'frame_id': 'world'}, 'pose': {'position': {'x':-166.262253, 'y':-92.925606 'z':-85.000000}, 'orientation': {'x': 0.000000, 'y':0.000000, 'z':-0.957312, 'w':0.289058 }}}}"
5 -196.88243103027344 -113.27198028564453 85.0 0.0 -146.2056030672503 20.0 /bezier_planner "{target_pose: { 'header': {'frame_id': 'world'}, 'pose': {'position': {'x':-196.882431, 'y':-113.271980 'z':-85.000000}, 'orientation': {'x': 0.000000, 'y':0.000000, 'z':-0.956828, 'w':0.290655 }}}}"
6 -224.32945251464844 -131.64227294921875 85.0 0.0 -116.20324304325406 20.0 /bezier_planner "{target_pose: { 'header': {'frame_id': 'world'}, 'pose': {'position': {'x':-224.329453, 'y':-131.642273 'z':-85.000000}, 'orientation': {'x': 0.000000, 'y':0.000000, 'z':-0.848987, 'w':0.528414 }}}}"
7 -247.69097900390625 -179.1123809814453 85.0 0.0 35.87176019826306 20.0 /bezier_planner "{target_pose: { 'header': {'frame_id': 'world'}, 'pose': {'position': {'x':-247.690979, 'y':-179.112381 'z':-85.000000}, 'orientation': {'x': 0.000000, 'y':0.000000, 'z':0.307952, 'w':0.951402 }}}}"
8 0.0 0.0 0.0 0.0 35.87176019826306 300.0 /surface_auv_act ""
